time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2021-05-08T05:38:28.901Z,39.8481,143.8945,10,4.2,mb,,188,2.235,0.49,us,us7000e19f,2021-05-08T08:33:27.040Z,"168 km E of Miyako, Japan",earthquake,7.8,2,0.159,11,reviewed,us,us
2021-05-08T21:46:42.162Z,29.8218,50.5272,10,4.2,mb,,83,3.59,0.32,us,us7000e1fd,2021-05-08T22:12:56.975Z,"26 km N of Bandar-e Genāveh, Iran",earthquake,7,1.9,0.113,22,reviewed,us,us
2021-05-04T08:54:10.101Z,-34.5891,-73.0962,19.04,4.1,mb,,97,1.047,0.68,us,us7000dzyn,2021-05-05T01:44:44.040Z,"103 km NW of Constitución, Chile",earthquake,5.1,6,0.234,6,reviewed,us,us
2021-05-07T16:19:50.201Z,-24.1309,-67.2027,205.18,4.1,ml,,100,1.476,0.64,us,us7000e13x,2021-05-07T23:14:50.062Z,"90 km W of San Antonio de los Cobres, Argentina",earthquake,10.4,8.8,,,reviewed,us,guc
2021-05-08T06:38:25.283Z,16.7856,-94.6245,97.07,4.1,mb,,128,2.438,0.78,us,us7000e19q,2021-05-08T08:04:06.040Z,"14 km SSE of Santa María Chimalapa, Mexico",earthquake,7.9,13.6,0.166,10,reviewed,us,us
2021-05-03T15:49:56.755Z,-19.4185,-69.3907,97.55,4,mb,,96,0.31,0.36,us,us7000dzq9,2021-05-04T00:34:36.009Z,"118 km NE of Iquique, Chile",earthquake,4.8,5.8,0.184,8,reviewed,us,us
2021-05-08T12:31:28.758Z,15.8131,-60.9206,35,4,mb,,202,0.373,0.49,us,us7000e1bv,2021-05-08T13:02:00.040Z,"42 km E of Grand-Bourg, Guadeloupe",earthquake,3.4,2,0.3,3,reviewed,us,us
2021-05-06T13:08:57.060Z,17.9493,-67.0056,9,3.81,md,25,215,0.0436,0.12,pr,pr2021126010,2021-05-07T13:10:55.240Z,"5 km ESE of La Parguera, Puerto Rico",earthquake,0.38,0.42,0.09,12,reviewed,pr,pr
2021-05-03T00:28:57.541Z,54.2835,-161.3555,10,3.8,mb,,195,0.89,0.9,us,us7000dzl1,2021-05-08T21:19:54.040Z,"106 km SE of King Cove, Alaska",earthquake,4.2,2,0.16,10,reviewed,us,us
2021-05-04T21:58:36.022Z,-20.6693,-70.1736,32.71,3.8,ml,,169,0.103,0.31,us,us7000e05q,2021-05-04T22:41:09.465Z,"50 km S of Iquique, Chile",earthquake,4.5,4.6,0.069,28,reviewed,us,us
2021-05-06T11:35:32.202Z,39.7497,-97.9905,5,3.8,mb_lg,,56,1.25,0.53,us,us7000e0ln,2021-05-07T11:38:01.822Z,"3 km S of Formoso, Kansas",earthquake,2.7,2,0.039,175,reviewed,us,us
2021-05-08T08:37:00.424Z,44.218,-129.2003,10,3.8,mb,,192,3.747,0.76,us,us7000e1ad,2021-05-08T09:25:46.888Z,off the coast of Oregon,earthquake,10.7,2,0.124,17,reviewed,us,us
2021-05-09T18:41:23.049Z,26.774,92.4738,10,3.8,mb,,92,1.324,0.76,us,us7000e1n0,2021-05-09T21:29:04.181Z,"7 km N of Dhekiajuli, India",earthquake,4.7,1.9,0.161,10,reviewed,us,us
2021-05-05T08:58:30.010Z,31.4775,-115.6811667,13.27,3.71,ml,11,105,0.1229,0.21,ci,ci39641111,2021-05-05T14:36:37.491Z,"88km ESE of Maneadero, B.C., MX",earthquake,0.48,0.89,0.181,77,reviewed,ci,ci
2021-05-09T04:14:44.530Z,19.2703,-67.2843,25,3.71,md,28,218,0.8213,0.44,pr,pr2021129003,2021-05-09T06:25:35.357Z,"88 km NNW of San Antonio, Puerto Rico",earthquake,1.54,29.18,0.11,24,reviewed,pr,pr
2021-05-04T07:19:16.271Z,18.2672,-62.9912,30.56,3.7,ml,,201,0.23,0.8,us,us7000dzy5,2021-05-06T03:20:00.200Z,"8 km NE of The Valley, Anguilla",earthquake,5.7,11.3,0.046,63,reviewed,us,us
2021-05-09T06:24:28.730Z,18.2035,-68.296,97,3.69,md,27,200,0.3219,0.46,pr,pr2021129004,2021-05-09T07:29:40.296Z,"38 km ESE of Boca de Yuma, Dominican Republic",earthquake,2.95,1.42,0.08,13,reviewed,pr,pr
2021-05-03T02:39:40.040Z,18.589,-68.5265,88,3.67,md,22,207,0.1634,0.05,pr,pr2021123001,2021-05-06T21:22:13.040Z,"12 km W of Punta Cana, Dominican Republic",earthquake,9.48,1.38,0.14,12,reviewed,pr,pr
2021-05-04T02:27:27.421Z,51.5397,-175.2075,35,3.6,ml,,207,0.729,0.42,us,us7000dzxf,2021-05-05T00:11:50.040Z,"100 km SW of Atka, Alaska",earthquake,4.5,2,0.128,8,reviewed,us,us
2021-05-05T00:23:39.203Z,60.0553,-151.7062,46.8,3.6,ml,,,,0.86,ak,ak0215qqbe5w,2021-05-05T16:42:53.126Z,"2 km WNW of Ninilchik, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2021-05-06T02:10:30.098Z,52.7758,-168.2844,35,3.6,mb,,199,0.674,0.45,us,us7000e0it,2021-05-06T22:48:36.040Z,"42 km ESE of Nikolski, Alaska",earthquake,6.3,2,0.121,17,reviewed,us,us
2021-05-09T19:26:12.021Z,38.1706,-117.9699,1.9,3.6,ml,27,41.39,0.031,0.0977,nn,nn00806865,2021-05-10T01:00:09.566Z,"27 km SSE of Mina, Nevada",earthquake,,0.6,0.14,13,reviewed,nn,nn
2021-05-05T18:04:23.243Z,67.6162,-158.9392,0,3.5,ml,,,,0.82,ak,ak0215r0x37j,2021-05-05T21:24:32.040Z,"75 km NW of Ambler, Alaska",earthquake,,1,,,automatic,ak,ak
2021-05-07T07:44:44.630Z,19.3751,-67.0741,23,3.46,md,17,295,0.9084,0.36,pr,pr2021127002,2021-05-07T09:51:55.821Z,"96 km N of Isabela, Puerto Rico",earthquake,1.32,26.43,0.04,7,reviewed,pr,pr
2021-05-08T12:45:46.350Z,18.8721,-68.0235,34,3.45,md,25,174,0.5064,0.68,pr,pr2021128010,2021-05-08T13:21:30.344Z,"51 km NE of Punta Cana, Dominican Republic",earthquake,2.2,8.67,0.12,17,reviewed,pr,pr
2021-05-09T01:55:40.450Z,33.8448333,-118.4446667,14.5,3.45,mlr,114,122,0.09724,0.27,ci,ci39645599,2021-05-10T03:53:08.482Z,"5km WSW of Hermosa Beach, CA",earthquake,0.28,0.42,0.145,291,reviewed,ci,ci
2021-05-06T13:02:31.210Z,17.9315,-67.0126,10,3.42,md,23,228,0.0494,0.21,pr,pr2021126011,2021-05-07T13:04:20.473Z,"6 km SE of La Parguera, Puerto Rico",earthquake,0.57,0.48,0.26,18,reviewed,pr,pr
2021-05-03T00:16:47.730Z,54.1971,-161.2685,10,3.4,mb,,197,1.167,0.66,us,us7000dzkw,2021-05-03T00:33:18.040Z,"117 km SE of King Cove, Alaska",earthquake,4.6,2,0.244,4,reviewed,us,us
2021-05-03T10:46:54.211Z,31.70002186,-104.150933,7.314135742,3.4,ml,23,48,0.107561832,0.2,tx,tx2021ipss,2021-05-04T10:49:25.041Z,"52 km W of Mentone, Texas",earthquake,0.905920094,1.098790369,0.1,10,reviewed,tx,tx
2021-05-07T15:58:13.480Z,56.4821,-148.5015,10,3.4,ml,,251,2.579,0.26,us,us7000e13p,2021-05-07T19:01:35.040Z,"261 km ESE of Chiniak, Alaska",earthquake,4.8,2,0.053,46,reviewed,us,us
2021-05-08T16:57:09.020Z,18.9391,-67.5468,21,3.4,md,23,302,0.5588,0.3,pr,pr2021128013,2021-05-08T17:39:32.040Z,"68 km NW of San Antonio, Puerto Rico",earthquake,1.2,20.52,0.07,16,reviewed,pr,pr
2021-05-08T19:49:23.136Z,60.3219,-151.1351,42.6,3.4,ml,,,,0.78,ak,ak0215w0e7jj,2021-05-08T21:52:13.641Z,"7 km ESE of Kasilof, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2021-05-03T18:26:09.980Z,18.014,-66.7613,14,3.38,md,25,139,0.1241,0.3,pr,pr2021123006,2021-05-04T00:41:28.029Z,"0 km ESE of Magas Arriba, Puerto Rico",earthquake,0.45,0.63,0.09,18,reviewed,pr,pr
2021-05-04T12:36:14.340Z,36.7290001,-120.9735031,0.63,3.38,ml,52,143,0.1593,0.22,nc,nc73557990,2021-05-07T04:58:25.519Z,"27km NE of Pinnacles, CA",earthquake,0.39,6.79,0.236,23,automatic,nc,nc
2021-05-04T05:54:38.438Z,18.2525,-63.0821,33.97,3.3,ml,,199,0.201,0.38,us,us7000dzxe,2021-05-04T21:09:12.209Z,"4 km NNW of The Valley, Anguilla",earthquake,8.3,8.1,0.05,53,reviewed,us,us
2021-05-09T19:43:45.362Z,54.1622,-162.802,13.16,3.3,ml,,185,1.173,0.55,us,us7000e1mg,2021-05-09T19:50:06.040Z,"86 km SSE of False Pass, Alaska",earthquake,5.7,3.9,0.088,17,reviewed,us,us
2021-05-09T23:34:00.560Z,56.2325,-158.1089,96.4,3.3,ml,,,,0.83,ak,ak0215xq80zc,2021-05-09T23:43:23.040Z,"19 km ESE of Chignik, Alaska",earthquake,,0.4,,,automatic,ak,ak
2021-05-03T21:35:22.750Z,18.4898,-67.965,93,3.26,md,9,168,0.4171,0.35,pr,pr2021123008,2021-05-03T22:07:35.550Z,Mona Passage,earthquake,3,1.92,0.18,8,reviewed,pr,pr
2021-05-07T04:26:31.810Z,39.4593315,-120.3143311,8.63,3.24,ml,20,65,0.2112,0.1,nc,nc73559260,2021-05-08T01:10:55.687Z,"18km NW of Truckee, CA",earthquake,0.31,1.19,0.21,13,automatic,nc,nc
2021-05-09T09:09:33.830Z,34.0253334,-117.2298355,16.23,3.24,ml,104,16,0.09107,0.17,ci,ci39645767,2021-05-10T00:31:22.525Z,"4km SE of Loma Linda, CA",earthquake,0.21,0.47,0.223,17,reviewed,ci,ci
2021-05-06T13:06:07.420Z,17.9456,-67.0036,7,3.23,md,18,217,0.0471,0.2,pr,pr2021126022,2021-05-06T23:46:52.254Z,"5 km SE of La Parguera, Puerto Rico",earthquake,0.59,0.28,0.09,6,reviewed,pr,pr
2021-05-06T13:13:31.970Z,17.9451,-67.0066,10,3.23,md,21,218,0.0448,0.09,pr,pr2021126012,2021-05-06T15:46:51.390Z,"5 km SE of La Parguera, Puerto Rico",earthquake,0.44,0.45,0.22,12,reviewed,pr,pr
2021-05-06T19:59:31.069Z,44.9423,17.2875,5.92,3.2,ml,,119,0.207,0.31,us,us7000e0sx,2021-05-09T09:47:07.847Z,"3 km NNW of Laktaši, Bosnia and Herzegovina",earthquake,4.5,5.8,0.053,46,reviewed,us,us
2021-05-08T11:04:43.522Z,38.6894,-97.0353,6.25,3.2,mb_lg,,90,0.528,0.28,us,us7000e1b1,2021-05-08T14:41:52.185Z,"3 km E of Hope, Kansas",earthquake,3.5,7.7,0.038,181,reviewed,us,us
2021-05-08T17:04:55.583Z,38.7069,-97.0326,2.79,3.2,mb_lg,,112,0.513,0.27,us,us7000e1dm,2021-05-08T17:25:43.416Z,"4 km ENE of Hope, Kansas",earthquake,3.3,3.3,0.042,154,reviewed,us,us
2021-05-06T05:56:22.770Z,18.8155,-67.3516,5,3.19,md,20,219,0.423,0.27,pr,pr2021126004,2021-05-06T07:03:27.753Z,Mona Passage,earthquake,0.79,1.09,0.1,12,reviewed,pr,pr
2021-05-05T15:51:25.630Z,18.088,-66.745,18,3.12,md,15,65,0.1459,0.23,pr,pr2021125004,2021-05-06T08:04:52.633Z,"2 km NNE of Santo Domingo, Puerto Rico",earthquake,0.42,0.79,0.09,10,reviewed,pr,pr
2021-05-04T10:07:51.810Z,17.888,-66.8715,13,3.11,md,20,233,0.1909,0.17,pr,pr2021124005,2021-05-04T15:38:37.705Z,"10 km SSE of Guánica, Puerto Rico",earthquake,0.72,0.39,0.03,9,reviewed,pr,pr
2021-05-08T16:55:29.080Z,18.8923,-67.4948,40,3.11,md,10,298,0.5081,0.24,pr,pr2021128014,2021-05-08T17:31:30.935Z,"60 km NW of San Antonio, Puerto Rico",earthquake,1.52,6.3,0.06,7,reviewed,pr,pr
2021-05-06T13:25:34.170Z,17.9591,-67.01,9,3.1,md,18,211,0.0357,0.18,pr,pr2021126014,2021-05-06T16:34:33.602Z,"4 km ESE of La Parguera, Puerto Rico",earthquake,0.5,0.65,0.26,5,reviewed,pr,pr
2021-05-06T18:20:33.736Z,39.7458,-98.0121,5,3.1,mb_lg,,121,1.263,0.55,us,us7000e0s5,2021-05-07T06:08:37.056Z,"4 km SSW of Formoso, Kansas",earthquake,2.1,1.2,0.047,121,reviewed,us,us
2021-05-07T03:49:57.649Z,54.7078,-160.6265,16.31,3.1,ml,,189,0.613,0.38,us,us7000e0wg,2021-05-07T04:03:36.040Z,"70 km S of Sand Point, Alaska",earthquake,3.3,7.7,0.091,16,reviewed,us,us
2021-05-07T04:37:37.341Z,39.4729,-120.3198,10.76,3.1,ml,,49,0.121,0.29,us,us7000e0wz,2021-05-07T20:44:35.351Z,"13 km SSE of Sierraville, California",earthquake,1.1,7.1,0.066,30,reviewed,us,us
2021-05-07T06:30:18.621Z,38.7173,-97.0321,3,3.1,mb_lg,,90,0.505,0.31,us,us7000e0xj,2021-05-07T23:27:52.967Z,Kansas,earthquake,3.3,5.9,0.04,163,reviewed,us,us
2021-05-08T21:03:01.810Z,31.67969884,-104.415137,7.10847168,3.1,ml,31,54,0.073842733,0.3,tx,tx2021izqo,2021-05-09T10:02:26.862Z,"55 km S of Whites City, New Mexico",earthquake,0.909325763,1.230773857,0.1,18,reviewed,tx,tx
2021-05-09T19:31:40.278Z,67.6162,-158.9375,0,3.1,ml,,,,0.69,ak,ak0215xntqgv,2021-05-09T19:43:06.040Z,"75 km NW of Ambler, Alaska",earthquake,,0.6,,,automatic,ak,ak
2021-05-03T18:19:08.860Z,18.8705,-67.6595,5,3.09,md,9,201,0.5184,0.62,pr,pr2021123007,2021-05-03T19:38:17.728Z,"72 km NW of Aguadilla, Puerto Rico",earthquake,2.67,31.61,0.09,6,reviewed,pr,pr
2021-05-06T21:43:10.110Z,17.9451,-67.0035,7,3.08,md,18,227,0.0474,0.3,pr,pr2021126019,2021-05-06T22:01:37.989Z,"5 km SE of La Parguera, Puerto Rico",earthquake,0.83,0.4,0.25,13,reviewed,pr,pr
2021-05-06T21:39:07.050Z,32.9128333,-118.6066667,5.86,3.04,ml,36,245,0.477,0.24,ci,ci39643455,2021-05-08T20:59:25.040Z,"13km S of San Clemente Is. (NW tip), CA",earthquake,0.58,31.61,0.124,118,reviewed,ci,ci
2021-05-09T01:27:13.980Z,17.942,-67.0105,9,3.04,md,20,227,0.0435,0.12,pr,pr2021129000,2021-05-09T02:09:31.925Z,"5 km SE of La Parguera, Puerto Rico",earthquake,0.39,0.32,0.32,13,reviewed,pr,pr
2021-05-05T15:00:01.800Z,18.004,-66.4915,6,3.02,md,16,167,0.1127,0.21,pr,pr2021125003,2021-05-06T07:52:48.054Z,"1 km NNE of Potala Pastillo, Puerto Rico",earthquake,0.48,0.4,0.13,7,reviewed,pr,pr
2021-05-05T11:24:38.930Z,31.453,-115.722,19.41,3.01,ml,8,120,0.08112,0.16,ci,ci39641175,2021-05-05T14:45:47.193Z,"85km ESE of Maneadero, B.C., MX",earthquake,0.73,0.83,0.176,56,reviewed,ci,ci
2021-05-04T07:31:51.060Z,58.4374,-154.9168,3.1,3,ml,,,,0.61,ak,ak0215p6ztlm,2021-05-08T23:18:07.040Z,"100 km NNW of Karluk, Alaska",earthquake,,0.3,,,automatic,ak,ak
2021-05-06T09:31:13.286Z,62.0695,-148.4084,0,3,ml,,,,1.06,ak,ak0215sj9avm,2021-05-06T09:50:41.040Z,"30 km N of Chickaloon, Alaska",earthquake,,0.3,,,automatic,ak,ak
2021-05-06T13:04:24.596Z,39.7349,-98.0177,5,3,mb_lg,,81,1.261,0.73,us,us7000e0mb,2021-05-06T15:25:54.879Z,"5 km SSW of Formoso, Kansas",earthquake,3.2,2,0.05,106,reviewed,us,us
2021-05-06T21:35:14.360Z,58.4439,-151.104,0.5,3,ml,,,,0.74,ak,ak0215sqfd3b,2021-05-06T21:46:33.040Z,"100 km NE of Ouzinkie, Alaska",earthquake,,0.9,,,automatic,ak,ak
2021-05-07T01:00:06.418Z,61.9804,-149.9019,35.2,3,ml,,,,0.77,ak,ak0215u1uise,2021-05-08T01:02:49.342Z,"20 km S of Susitna North, Alaska",earthquake,,3.9,,,automatic,ak,ak
2021-05-08T16:26:01.073Z,31.67078888,-104.3340399,7.082763672,3,ml,28,57,0.107150343,0.2,tx,tx2021izhk,2021-05-08T16:42:30.171Z,"56 km S of Whites City, New Mexico",earthquake,1.130300114,1.573295321,0.1,12,reviewed,tx,tx
2021-05-09T06:10:35.249Z,31.66977849,-104.3491039,7.391259766,3,ml,29,58,0.112114105,0.2,tx,tx2021jaip,2021-05-09T06:26:08.146Z,"56 km S of Whites City, New Mexico",earthquake,1.292268295,1.807962538,0.1,15,reviewed,tx,tx
2021-05-09T07:04:34.123Z,56.1164,-153.3155,22.2,3,ml,,,,0.68,ak,ak0215xgiple,2021-05-09T07:31:05.440Z,"106 km SSE of Akhiok, Alaska",earthquake,,1.1,,,automatic,ak,ak
2021-05-09T01:45:37.690Z,17.9475,-67.0183,9,2.99,md,21,221,0.034,0.23,pr,pr2021129001,2021-05-09T02:15:21.610Z,"4 km SE of La Parguera, Puerto Rico",earthquake,0.65,0.44,0.32,16,reviewed,pr,pr
2021-05-09T05:34:49.350Z,17.9528,-67.0145,8,2.99,md,20,216,0.0341,0.09,pr,pr2021129002,2021-05-09T06:10:30.621Z,"4 km SE of La Parguera, Puerto Rico",earthquake,0.33,0.41,0.3,15,reviewed,pr,pr
2021-05-08T06:33:15.820Z,19.18183327,-155.4745026,31.75,2.98,ml,52,84,,0.129999995,hv,hv72459517,2021-05-09T06:35:03.199Z,"2 km S of Pāhala, Hawaii",earthquake,0.49,0.75,3.56,36,automatic,hv,hv
2021-05-08T03:47:24.220Z,17.9543,-67.0115,9,2.96,md,21,212,0.036,0.09,pr,pr2021128002,2021-05-08T04:23:26.108Z,"4 km ESE of La Parguera, Puerto Rico",earthquake,0.33,0.32,0.29,15,reviewed,pr,pr
2021-05-06T21:42:02.850Z,17.9441,-67.0153,11,2.94,md,23,221,0.0384,0.11,pr,pr2021126020,2021-05-06T22:27:58.430Z,"4 km SE of La Parguera, Puerto Rico",earthquake,0.51,0.27,0.32,16,reviewed,pr,pr
2021-05-04T06:03:32.540Z,17.9175,-67.0198,12,2.93,md,22,237,0.0574,0.12,pr,pr2021124001,2021-05-04T07:36:29.430Z,"6 km SSE of La Parguera, Puerto Rico",earthquake,0.43,0.24,0.26,12,reviewed,pr,pr
2021-05-04T23:19:05.490Z,17.953,-66.9573,9,2.92,md,18,198,0.0885,0.18,pr,pr2021124010,2021-05-04T23:35:34.410Z,"5 km WSW of Guánica, Puerto Rico",earthquake,0.47,0.64,0.14,15,reviewed,pr,pr
2021-05-06T13:20:32.880Z,17.9508,-67.0093,9,2.92,md,21,215,0.0396,0.22,pr,pr2021126016,2021-05-06T17:03:23.673Z,"4 km SE of La Parguera, Puerto Rico",earthquake,0.59,0.77,0.27,12,reviewed,pr,pr
2021-05-09T16:02:36.720Z,17.9403,-67.0045,8,2.92,md,22,221,0.0493,0.13,pr,pr2021129009,2021-05-09T16:25:38.620Z,"5 km SE of La Parguera, Puerto Rico",earthquake,0.38,0.58,0.18,18,reviewed,pr,pr
2021-05-04T14:16:22.590Z,31.2985,-115.6463333,13.99,2.91,ml,9,194,0.1498,0.14,ci,ci37473717,2021-05-07T22:54:15.771Z,"99km ESE of Maneadero, B.C., MX",earthquake,0.85,0.53,0.125,10,reviewed,ci,ci
2021-05-05T13:34:53.297Z,51.4324,-178.7734,24.4,2.9,ml,,,,0.86,ak,ak0215qy4ey0,2021-05-06T22:20:22.920Z,"155 km WSW of Adak, Alaska",earthquake,,1.1,,,reviewed,ak,ak
2021-05-09T13:16:14.870Z,38.0836678,-118.75383,2.2,2.9,ml,37,82,0.2579,0.08,nc,nc73560190,2021-05-09T17:25:10.591Z,"27km ESE of Bodie, CA",earthquake,0.25,2.18,0.309,13,automatic,nc,nc
2021-05-04T07:37:40.380Z,40.852,-124.2635,24.22,2.84,ml,25,192,0.114,0.15,nc,nc73557950,2021-05-08T23:20:24.040Z,"11km NW of Eureka, CA",earthquake,0.58,0.51,0.16,12,reviewed,nc,nc
2021-05-05T13:06:28.850Z,39.3763333,-123.2616667,4.3,2.82,md,61,36,0.06487,0.09,nc,nc73558425,2021-05-06T04:05:09.811Z,"9km ESE of Willits, CA",earthquake,0.1,0.41,0.153,60,reviewed,nc,nc
2021-05-07T23:06:05.130Z,17.9336,-66.8438,13,2.82,md,22,194,0.2036,0.16,pr,pr2021127004,2021-05-08T00:33:14.923Z,"6 km SE of Maria Antonia, Puerto Rico",earthquake,0.56,0.32,0.14,16,reviewed,pr,pr
2021-05-09T12:23:38.700Z,18.0968,-68.291,81,2.81,md,14,187,0.4268,0.36,pr,pr2021129008,2021-05-09T12:57:41.618Z,"45 km SE of Boca de Yuma, Dominican Republic",earthquake,2.28,1.53,0.44,4,reviewed,pr,pr
2021-05-03T16:25:09.353Z,64.9604,-154.1908,10,2.8,ml,,59,0.787,0.54,us,us7000dzqh,2021-05-03T17:02:34.040Z,"66 km ENE of Ruby, Alaska",earthquake,2.8,2,0.043,70,reviewed,us,us
2021-05-03T17:40:21.691Z,53.1333,-164.6332,10,2.8,ml,,219,1.211,0.48,us,us7000dzuq,2021-05-04T21:45:04.040Z,"134 km SSE of Akutan, Alaska",earthquake,4.3,2,0.115,10,reviewed,us,us
2021-05-04T02:46:18.599Z,56.2127,-156.3141,34.6,2.8,ml,,,,0.37,ak,ak0215p43sqr,2021-05-05T00:14:42.040Z,Alaska Peninsula,earthquake,,3.9,,,automatic,ak,ak
2021-05-04T09:13:18.286Z,67.6161,-158.9419,0,2.8,ml,,,,0.73,ak,ak0215p82rcf,2021-05-04T10:05:27.040Z,"75 km NW of Ambler, Alaska",earthquake,,1,,,automatic,ak,ak
2021-05-05T03:08:28.360Z,65.0879,-166.9412,13.42,2.8,ml,,158,0.629,0.77,us,us7000e08j,2021-05-05T22:36:07.040Z,"19 km SSW of Port Clarence, Alaska",earthquake,3.1,6.5,0.115,10,reviewed,us,us
2021-05-06T10:17:54.008Z,67.594,-159.086,2,2.8,ml,,,,0.78,ak,ak0215sjrtkn,2021-05-07T06:56:57.040Z,"77 km NW of Ambler, Alaska",earthquake,,1.2,,,automatic,ak,ak
2021-05-07T14:13:54.641Z,28.43353271,-100.123966,7.214152018,2.8,ml,11,65,0.652034137,0.3,tx,tx2021ixhp,2021-05-07T20:09:54.040Z,"20 km ESE of El Indio, Texas",earthquake,2.254290329,1.907701726,0.1,6,reviewed,tx,tx
2021-05-07T14:20:49.482Z,42.0416,-125.9267,10,2.8,ml,,249,1.543,0.94,us,us7000e11r,2021-05-07T19:52:51.040Z,"129 km WSW of Pistol River, Oregon",earthquake,7.7,2,0.044,67,reviewed,us,us
2021-05-07T17:36:14.541Z,60.0989,-152.8381,101.8,2.8,ml,,,,0.61,ak,ak0215ubl6w3,2021-05-07T17:43:38.761Z,"63 km WNW of Happy Valley, Alaska",earthquake,,0.3,,,automatic,ak,ak
2021-05-08T15:25:48.647Z,67.6584,-162.7667,15,2.8,ml,,,,0.76,ak,ak0215vxvdyj,2021-05-08T16:19:47.040Z,"12 km NE of Noatak, Alaska",earthquake,,0.7,,,automatic,ak,ak
2021-05-08T15:32:48.670Z,17.99,-66.9665,6,2.8,md,19,172,0.0804,0.22,pr,pr2021128012,2021-05-08T15:48:49.838Z,"5 km W of Fuig, Puerto Rico",earthquake,0.49,0.27,0.14,13,reviewed,pr,pr
2021-05-09T07:21:17.070Z,17.9531,-66.9378,12,2.8,md,20,196,0.1077,0.11,pr,pr2021129005,2021-05-09T08:13:59.805Z,"3 km WSW of Guánica, Puerto Rico",earthquake,0.45,0.33,0.38,18,reviewed,pr,pr
2021-05-09T07:47:30.283Z,31.66158453,-104.3361165,6.157275391,2.8,ml,26,60,0.116516224,0.3,tx,tx2021jalv,2021-05-09T08:08:46.965Z,"57 km S of Whites City, New Mexico",earthquake,1.407433489,1.718020091,0.1,12,reviewed,tx,tx
2021-05-09T15:00:10.423Z,31.7283293,-104.5251979,6.054443359,2.8,ml,28,79,0.026354806,0.3,tx,tx2021jbac,2021-05-09T15:36:01.040Z,"51 km SSW of Whites City, New Mexico",earthquake,2.020642232,0.911527968,0.1,14,reviewed,tx,tx
2021-05-09T15:03:36.215Z,62.5983,-152.0339,109.5,2.8,ml,,,,0.7,ak,ak0215xl9zn1,2021-05-09T15:36:55.040Z,"66 km W of Petersville, Alaska",earthquake,,0.4,,,automatic,ak,ak
2021-05-09T17:28:21.565Z,60.2409,-147.216,20,2.8,ml,,,,0.69,ak,ak0215xmm6pe,2021-05-09T17:35:56.040Z,"48 km ENE of Chenega, Alaska",earthquake,,0.5,,,automatic,ak,ak
2021-05-05T01:38:49.280Z,17.9846,-66.5783,6,2.78,md,17,174,0.0646,0.2,pr,pr2021125001,2021-05-05T10:55:47.616Z,"5 km ESE of Ponce, Puerto Rico",earthquake,0.45,0.31,0.11,9,reviewed,pr,pr
2021-05-05T22:14:56.980Z,34.0363333,-116.6355,10.04,2.78,ml,111,19,0.01057,0.15,ci,ci39642223,2021-05-06T17:24:56.780Z,"5km WSW of Morongo Valley, CA",earthquake,0.09,0.22,0.157,157,reviewed,ci,ci
2021-05-04T22:14:14.870Z,17.9218,-66.8153,13,2.77,md,22,197,0.2338,0.16,pr,pr2021124009,2021-05-04T22:30:56.672Z,"8 km S of Indios, Puerto Rico",earthquake,0.58,0.39,0.15,20,reviewed,pr,pr
2021-05-03T04:02:05.840Z,17.8,-66.8556,2,2.76,md,12,267,0.3273,0.17,pr,pr2021123003,2021-05-03T06:58:26.154Z,"19 km SSE of Guánica, Puerto Rico",earthquake,0.71,0.53,0.25,6,reviewed,pr,pr
2021-05-04T21:38:50.160Z,40.4223333,-124.6793333,23.17,2.76,md,25,237,0.2662,0.09,nc,nc73558175,2021-05-04T23:56:07.276Z,"35km WNW of Petrolia, CA",earthquake,0.78,0.76,0.206,41,reviewed,nc,nc
2021-05-05T09:55:21.870Z,36.5573333,-117.9991667,7.37,2.76,ml,31,40,0.06566,0.22,ci,ci39641143,2021-05-06T01:52:01.397Z,"7km ESE of Lone Pine, CA",earthquake,0.24,0.72,0.176,81,reviewed,ci,ci
2021-05-06T17:32:59.060Z,35.6428333,-117.4543333,6.87,2.74,ml,44,97,0.05657,0.13,ci,ci39643023,2021-05-06T23:02:40.870Z,"15km SSW of Searles Valley, CA",earthquake,0.14,0.37,0.148,25,reviewed,ci,ci
2021-05-05T08:21:23.890Z,17.9486,-66.918,13,2.72,md,19,208,0.1279,0.19,pr,pr2021125002,2021-05-05T08:43:17.517Z,"2 km SSW of Guánica, Puerto Rico",earthquake,0.72,0.31,0.23,7,reviewed,pr,pr
2021-05-07T14:22:15.290Z,19.2035,-155.4633333,36.34,2.72,md,59,103,,0.11,hv,hv72458642,2021-05-08T03:36:04.500Z,"1 km E of Pāhala, Hawaii",earthquake,0.45,0.53,0.135038916,27,reviewed,hv,hv
2021-05-06T09:06:19.020Z,17.879,-66.8455,12,2.71,md,17,242,0.2183,0.15,pr,pr2021126009,2021-05-06T09:22:07.175Z,"11 km SSE of Maria Antonia, Puerto Rico",earthquake,0.68,0.48,0.09,6,reviewed,pr,pr
